Property_ID,Timestamp,half-hour,Boiler_Energy_Output,Circulation_Pump_Energy_Consumed,Heat_Pump_Energy_Output,Whole_System_Energy_Consumed,External_Air_Temperature,Heat_Pump_Heating_Flow_Temperature,Heat_Pump_Return_Temperature,Internal_Air_Temperature,Hot_Water_Flow_Temperature,Immersion_Heater_Energy_Consumed,Back-up_Heater_Energy_Consumed,Brine_Flow_Temperature,Brine_Return_Temperature
EOH0669,2021-12-26 12:00:00,12:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 12:30:00,12:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 13:00:00,13:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 13:30:00,13:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 14:00:00,14:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 14:30:00,14:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 15:00:00,15:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 15:30:00,15:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 16:00:00,16:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 16:30:00,16:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 17:00:00,17:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 17:30:00,17:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 18:00:00,18:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 18:30:00,18:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 19:00:00,19:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 19:30:00,19:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 20:00:00,20:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 20:30:00,20:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 21:00:00,21:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 21:30:00,21:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 22:00:00,22:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 22:30:00,22:30:00,,,,,,,,,,,,,
EOH0669,2021-12-26 23:00:00,23:00:00,,,,,,,,,,,,,
EOH0669,2021-12-26 23:30:00,23:30:00,,,,,,,,,,,,,
EOH0669,2021-12-27 00:00:00,00:00:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 00:30:00,00:30:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 01:00:00,01:00:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 01:30:00,01:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 02:00:00,02:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 02:30:00,02:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 03:00:00,03:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 03:30:00,03:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 04:00:00,04:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 04:30:00,04:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 05:00:00,05:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 05:30:00,05:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 06:00:00,06:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 06:30:00,06:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 07:00:00,07:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 07:30:00,07:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 08:00:00,08:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 08:30:00,08:30:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 09:00:00,09:00:00,,,,,0.03,,,,,,,,
EOH0669,2021-12-27 09:30:00,09:30:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 10:00:00,10:00:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 10:30:00,10:30:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 11:00:00,11:00:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 11:30:00,11:30:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 12:00:00,12:00:00,,,,,0.04,,,,,,,,
EOH0669,2021-12-27 12:30:00,12:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 13:00:00,13:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 13:30:00,13:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 14:00:00,14:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 14:30:00,14:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 15:00:00,15:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 15:30:00,15:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 16:00:00,16:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 16:30:00,16:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 17:00:00,17:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 17:30:00,17:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 18:00:00,18:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 18:30:00,18:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 19:00:00,19:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 19:30:00,19:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 20:00:00,20:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 20:30:00,20:30:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 21:00:00,21:00:00,,,,,0.05,,,,,,,,
EOH0669,2021-12-27 21:30:00,21:30:00,,,,,0.06,,,,,,,,
EOH0669,2021-12-27 22:00:00,22:00:00,,,,,0.06,,,,,,,,
EOH0669,2021-12-27 22:30:00,22:30:00,,,,,0.06,,,,,,,,
EOH0669,2021-12-27 23:00:00,23:00:00,,,,,0.07,,,,,,,,
EOH0669,2021-12-27 23:30:00,23:30:00,,,,,0.07,,,,,,,,
EOH0669,2021-12-28 00:00:00,00:00:00,,,,,6.92,,,,,,,,
EOH0669,2021-12-28 00:30:00,00:30:00,,,,,6.97,,,,,,,,
EOH0669,2021-12-28 01:00:00,01:00:00,,,,,7.02,,,,,,,,
EOH0669,2021-12-28 01:30:00,01:30:00,,,,,7.07,,,,,,,,
EOH0669,2021-12-28 02:00:00,02:00:00,,,,,7.1,,,,,,,,
EOH0669,2021-12-28 02:30:00,02:30:00,,,,,7.1,,,,,,,,
EOH0669,2021-12-28 03:00:00,03:00:00,,,,,7.12,,,,,,,,
EOH0669,2021-12-28 03:30:00,03:30:00,,,,,7.17,,,,,,,,
EOH0669,2021-12-28 04:00:00,04:00:00,,,,,7.2,,,,,,,,
EOH0669,2021-12-28 04:30:00,04:30:00,,,,,7.2,,,,,,,,
EOH0669,2021-12-28 05:00:00,05:00:00,,,,,7.2,,,,,,,,
EOH0669,2021-12-28 05:30:00,05:30:00,,,,,7.2,,,,,,,,
EOH0669,2021-12-28 06:00:00,06:00:00,,,,,7.2,,,,,,,,
EOH0669,2021-12-28 06:30:00,06:30:00,,,,,7.2,,,,,,,,
EOH0669,2021-12-28 07:00:00,07:00:00,,,,,7.18,,,,,,,,
EOH0669,2021-12-28 07:30:00,07:30:00,,,,,7.13,,,,,,,,
EOH0669,2021-12-28 08:00:00,08:00:00,,,,,7.1,,,,,,,,
EOH0669,2021-12-28 08:30:00,08:30:00,,,,,7.1,,,,,,,,
EOH0669,2021-12-28 09:00:00,09:00:00,,,,,7.12,,,,,,,,
EOH0669,2021-12-28 09:30:00,09:30:00,,,,,7.17,,,,,,,,
EOH0669,2021-12-28 10:00:00,10:00:00,,,,,7.27,,,,,,,,
EOH0669,2021-12-28 10:30:00,10:30:00,,,,,7.42,,,,,,,,
EOH0669,2021-12-28 11:00:00,11:00:00,,,,,7.5,,,,,,,,
EOH0669,2021-12-28 11:30:00,11:30:00,,,,,7.5,,,,,,,,
EOH0669,2021-12-28 12:00:00,12:00:00,,,,,7.5,,,,,,,,
EOH0669,2021-12-28 12:30:00,12:30:00,,,,,7.5,,,,,,,,
EOH0669,2021-12-28 13:00:00,13:00:00,,,,,7.5,,,,,,,,
EOH0669,2021-12-28 13:30:00,13:30:00,,,,,7.5,,,,,,,,
EOH0669,2021-12-28 14:00:00,14:00:00,,,,,7.48,,,,,,,,
EOH0669,2021-12-28 14:30:00,14:30:00,,,,,7.43,,,,,,,,
EOH0669,2021-12-28 15:00:00,15:00:00,,,,,7.33,,,,,,,,
EOH0669,2021-12-28 15:30:00,15:30:00,,,,,7.18,,,,,,,,
EOH0669,2021-12-28 16:00:00,16:00:00,,,,,7.03,,,,,,,,
EOH0669,2021-12-28 16:30:00,16:30:00,,,,,6.88,,,,,,,,
EOH0669,2021-12-28 17:00:00,17:00:00,,,,,6.71,,,,,,,,
EOH0669,2021-12-28 17:30:00,17:30:00,,,,,6.51,,,,,,,,
EOH0669,2021-12-28 18:00:00,18:00:00,,,,,6.33,,,,,,,,
EOH0669,2021-12-28 18:30:00,18:30:00,,,,,6.18,,,,,,,,
EOH0669,2021-12-28 19:00:00,19:00:00,,,,,6.08,,,,,,,,
EOH0669,2021-12-28 19:30:00,19:30:00,,,,,6.03,,,,,,,,
EOH0669,2021-12-28 20:00:00,20:00:00,,,,,5.65,,,,,,,,
EOH0669,2021-12-28 20:30:00,20:30:00,,,,,4.9,,,,,,,,
EOH0669,2021-12-28 21:00:00,21:00:00,,,,,4.1,,,,,,,,
EOH0669,2021-12-28 21:30:00,21:30:00,,,,,3.25,,,,,,,,
EOH0669,2021-12-28 22:00:00,22:00:00,,,,,2.54,,,,,,,,
EOH0669,2021-12-28 22:30:00,22:30:00,,,,,1.99,,,,,,,,
EOH0669,2021-12-28 23:00:00,23:00:00,,,,,1.65,,,,,,,,
EOH0669,2021-12-28 23:30:00,23:30:00,,,,,1.55,,,,,,,,
EOH0669,2021-12-29 00:00:00,00:00:00,,,,,1.48,,,,,,,,
EOH0669,2021-12-29 00:30:00,00:30:00,,,,,1.43,,,,,,,,
EOH0669,2021-12-29 01:00:00,01:00:00,,,,,1.38,,,,,,,,
EOH0669,2021-12-29 01:30:00,01:30:00,,,,,1.33,,,,,,,,
EOH0669,2021-12-29 02:00:00,02:00:00,,,,,1.44,,,,,,,,
EOH0669,2021-12-29 02:30:00,02:30:00,,,,,1.74,,,,,,,,
EOH0669,2021-12-29 03:00:00,03:00:00,,,,,1.74,,,,,,,,
EOH0669,2021-12-29 03:30:00,03:30:00,,,,,1.39,,,,,,,,
EOH0669,2021-12-29 04:00:00,04:00:00,,,,,1.27,,,,,,,,
EOH0669,2021-12-29 04:30:00,04:30:00,,,,,1.42,,,,,,,,
EOH0669,2021-12-29 05:00:00,05:00:00,,,,,1.55,,,,,,,,
EOH0669,2021-12-29 05:30:00,05:30:00,,,,,1.65,,,,,,,,
EOH0669,2021-12-29 06:00:00,06:00:00,,,,,1.82,,,,,,,,
EOH0669,2021-12-29 06:30:00,06:30:00,,,,,2.07,,,,,,,,
EOH0669,2021-12-29 07:00:00,07:00:00,,,,,2.43,,,,,,,,
EOH0669,2021-12-29 07:30:00,07:30:00,,,,,2.93,,,,,,,,
EOH0669,2021-12-29 08:00:00,08:00:00,,,,,3.22,,,,,,,,
EOH0669,2021-12-29 08:30:00,08:30:00,,,,,3.27,,,,,,,,
EOH0669,2021-12-29 09:00:00,09:00:00,,,,,3.63,,,,,,,,
EOH0669,2021-12-29 09:30:00,09:30:00,,,,,4.33,,,,,,,,
EOH0669,2021-12-29 10:00:00,10:00:00,,,,,4.79,,,,,,,,
EOH0669,2021-12-29 10:30:00,10:30:00,,,,,4.99,,,,,,,,
EOH0669,2021-12-29 11:00:00,11:00:00,,,,,5.24,,,,,,,,
EOH0669,2021-12-29 11:30:00,11:30:00,,,,,5.54,,,,,,,,
EOH0669,2021-12-29 12:00:00,12:00:00,,,,,6.07,,,,,,,,
EOH0669,2021-12-29 12:30:00,12:30:00,,,,,6.87,,,,,,,,
EOH0669,2021-12-29 13:00:00,13:00:00,,,,,8.05,,,,,,,,
EOH0669,2021-12-29 13:30:00,13:30:00,,,,,9.65,,,,,,,,
EOH0669,2021-12-29 14:00:00,14:00:00,,,,,10.38,,,,,,,,
EOH0669,2021-12-29 14:30:00,14:30:00,,,,,10.13,,,,,,,,
EOH0669,2021-12-29 15:00:00,15:00:00,,,,,9.95,,,,,,,,
EOH0669,2021-12-29 15:30:00,15:30:00,,,,,9.85,,,,,,,,
EOH0669,2021-12-29 16:00:00,16:00:00,,,,,9.75,,,,,,,,
EOH0669,2021-12-29 16:30:00,16:30:00,,,,,9.65,,,,,,,,
EOH0669,2021-12-29 17:00:00,17:00:00,,,,,9.72,,,,,,,,
EOH0669,2021-12-29 17:30:00,17:30:00,,,,,9.97,,,,,,,,
EOH0669,2021-12-29 18:00:00,18:00:00,,,,,10.01,,,,,,,,
EOH0669,2021-12-29 18:30:00,18:30:00,,,,,9.81,,,,,,,,
EOH0669,2021-12-29 19:00:00,19:00:00,,,,,9.61,,,,,,,,
EOH0669,2021-12-29 19:30:00,19:30:00,,,,,9.41,,,,,,,,
EOH0669,2021-12-29 20:00:00,20:00:00,,,,,9.25,,,,,,,,
EOH0669,2021-12-29 20:30:00,20:30:00,,,,,9.15,,,,,,,,
EOH0669,2021-12-29 21:00:00,21:00:00,,,,,9.1,,,,,,,,
EOH0669,2021-12-29 21:30:00,21:30:00,,,,,9.1,,,,,,,,
EOH0669,2021-12-29 22:00:00,22:00:00,,,,,9.08,,,,,,,,
EOH0669,2021-12-29 22:30:00,22:30:00,,,,,9.03,,,,,,,,
EOH0669,2021-12-29 23:00:00,23:00:00,,,,,9.12,,,,,,,,
EOH0669,2021-12-29 23:30:00,23:30:00,,,,,9.37,,,,,,,,
EOH0669,2021-12-30 00:00:00,00:00:00,,,,,0.09,,,,,,,,
EOH0669,2021-12-30 00:30:00,00:30:00,,,,,0.09,,,,,,,,
EOH0669,2021-12-30 01:00:00,01:00:00,,,,,0.09,,,,,,,,
EOH0669,2021-12-30 01:30:00,01:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 02:00:00,02:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 02:30:00,02:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 03:00:00,03:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 03:30:00,03:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 04:00:00,04:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 04:30:00,04:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 05:00:00,05:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 05:30:00,05:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 06:00:00,06:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 06:30:00,06:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 07:00:00,07:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 07:30:00,07:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 08:00:00,08:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 08:30:00,08:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 09:00:00,09:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-30 09:30:00,09:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-30 10:00:00,10:00:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 10:30:00,10:30:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 11:00:00,11:00:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 11:30:00,11:30:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 12:00:00,12:00:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 12:30:00,12:30:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 13:00:00,13:00:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 13:30:00,13:30:00,,,,,0.13,,,,,,,,
EOH0669,2021-12-30 14:00:00,14:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-30 14:30:00,14:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-30 15:00:00,15:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 15:30:00,15:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 16:00:00,16:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 16:30:00,16:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 17:00:00,17:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 17:30:00,17:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 18:00:00,18:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 18:30:00,18:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 19:00:00,19:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 19:30:00,19:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 20:00:00,20:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 20:30:00,20:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 21:00:00,21:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 21:30:00,21:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 22:00:00,22:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-30 22:30:00,22:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 23:00:00,23:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-30 23:30:00,23:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 00:00:00,00:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 00:30:00,00:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 01:00:00,01:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 01:30:00,01:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 02:00:00,02:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 02:30:00,02:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 03:00:00,03:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 03:30:00,03:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 04:00:00,04:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 04:30:00,04:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 05:00:00,05:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 05:30:00,05:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 06:00:00,06:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 06:30:00,06:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 07:00:00,07:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 07:30:00,07:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 08:00:00,08:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 08:30:00,08:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 09:00:00,09:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 09:30:00,09:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 10:00:00,10:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 10:30:00,10:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 11:00:00,11:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 11:30:00,11:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 12:00:00,12:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 12:30:00,12:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 13:00:00,13:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 13:30:00,13:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 14:00:00,14:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 14:30:00,14:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 15:00:00,15:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 15:30:00,15:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 16:00:00,16:00:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 16:30:00,16:30:00,,,,,0.12,,,,,,,,
EOH0669,2021-12-31 17:00:00,17:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 17:30:00,17:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 18:00:00,18:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 18:30:00,18:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 19:00:00,19:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 19:30:00,19:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 20:00:00,20:00:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 20:30:00,20:30:00,,,,,0.11,,,,,,,,
EOH0669,2021-12-31 21:00:00,21:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 21:30:00,21:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 22:00:00,22:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 22:30:00,22:30:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 23:00:00,23:00:00,,,,,0.1,,,,,,,,
EOH0669,2021-12-31 23:30:00,23:30:00,,,,,0.11,,,,,,,,
EOH0669,2022-01-01 00:00:00,00:00:00,,,,,11.1,,,,,,,,
EOH0669,2022-01-01 00:30:00,00:30:00,,,,,11.1,,,,,,,,
EOH0669,2022-01-01 01:00:00,01:00:00,,,,,11.12,,,,,,,,
EOH0669,2022-01-01 01:30:00,01:30:00,,,,,11.17,,,,,,,,
EOH0669,2022-01-01 02:00:00,02:00:00,,,,,11.18,,,,,,,,
EOH0669,2022-01-01 02:30:00,02:30:00,,,,,11.13,,,,,,,,
EOH0669,2022-01-01 03:00:00,03:00:00,,,,,11.24,,,,,,,,
EOH0669,2022-01-01 03:30:00,03:30:00,,,,,11.54,,,,,,,,
EOH0669,2022-01-01 04:00:00,04:00:00,,,,,11.79,,,,,,,,
EOH0669,2022-01-01 04:30:00,04:30:00,,,,,11.99,,,,,,,,
EOH0669,2022-01-01 05:00:00,05:00:00,,,,,11.94,,,,,,,,
EOH0669,2022-01-01 05:30:00,05:30:00,,,,,11.59,,,,,,,,
EOH0669,2022-01-01 06:00:00,06:00:00,,,,,11.33,,,,,,,,
EOH0669,2022-01-01 06:30:00,06:30:00,,,,,11.18,,,,,,,,
EOH0669,2022-01-01 07:00:00,07:00:00,,,,,11.29,,,,,,,,
EOH0669,2022-01-01 07:30:00,07:30:00,,,,,11.69,,,,,,,,
EOH0669,2022-01-01 08:00:00,08:00:00,,,,,11.85,,,,,,,,
EOH0669,2022-01-01 08:30:00,08:30:00,,,,,11.75,,,,,,,,
EOH0669,2022-01-01 09:00:00,09:00:00,,,,,11.84,,,,,,,,
EOH0669,2022-01-01 09:30:00,09:30:00,,,,,12.14,,,,,,,,
EOH0669,2022-01-01 10:00:00,10:00:00,,,,,12.42,,,,,,,,
EOH0669,2022-01-01 10:30:00,10:30:00,,,,,12.67,,,,,,,,
EOH0669,2022-01-01 11:00:00,11:00:00,,,,,12.82,,,,,,,,
EOH0669,2022-01-01 11:30:00,11:30:00,,,,,12.87,,,,,,,,
EOH0669,2022-01-01 12:00:00,12:00:00,,,,,12.76,,,,,,,,
EOH0669,2022-01-01 12:30:00,12:30:00,,,,,12.46,,,,,,,,
EOH0669,2022-01-01 13:00:00,13:00:00,,,,,12.18,,,,,,,,
EOH0669,2022-01-01 13:30:00,13:30:00,,,,,11.93,,,,,,,,
EOH0669,2022-01-01 14:00:00,14:00:00,,,,,11.61,,,,,,,,
EOH0669,2022-01-01 14:30:00,14:30:00,,,,,11.21,,,,,,,,
EOH0669,2022-01-01 15:00:00,15:00:00,,,,,10.74,,,,,,,,
EOH0669,2022-01-01 15:30:00,15:30:00,,,,,10.19,,,,,,,,
EOH0669,2022-01-01 16:00:00,16:00:00,,,,,9.85,,,,,,,,
EOH0669,2022-01-01 16:30:00,16:30:00,,,,,9.75,,,,,,,,
EOH0669,2022-01-01 17:00:00,17:00:00,,,,,9.7,,,,,,,,
EOH0669,2022-01-01 17:30:00,17:30:00,,,,,9.7,,,,,,,,
EOH0669,2022-01-01 18:00:00,18:00:00,,,,,9.65,,,,,,,,
EOH0669,2022-01-01 18:30:00,18:30:00,,,,,9.55,,,,,,,,
EOH0669,2022-01-01 19:00:00,19:00:00,,,,,9.5,,,,,,,,
EOH0669,2022-01-01 19:30:00,19:30:00,,,,,9.5,,,,,,,,
EOH0669,2022-01-01 20:00:00,20:00:00,,,,,9.59,,,,,,,,
EOH0669,2022-01-01 20:30:00,20:30:00,,,,,9.79,,,,,,,,
EOH0669,2022-01-01 21:00:00,21:00:00,,,,,9.74,,,,,,,,
EOH0669,2022-01-01 21:30:00,21:30:00,,,,,9.39,,,,,,,,
EOH0669,2022-01-01 22:00:00,22:00:00,,,,,9.11,,,,,,,,
EOH0669,2022-01-01 22:30:00,22:30:00,,,,,8.91,,,,,,,,
EOH0669,2022-01-01 23:00:00,23:00:00,,,,,8.96,,,,,,,,
EOH0669,2022-01-01 23:30:00,23:30:00,,,,,9.31,,,,,,,,
EOH0669,2022-01-02 00:00:00,00:00:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 00:30:00,00:30:00,,,,,0.08,,,,,,,,
EOH0669,2022-01-02 01:00:00,01:00:00,,,,,0.08,,,,,,,,
EOH0669,2022-01-02 01:30:00,01:30:00,,,,,0.08,,,,,,,,
EOH0669,2022-01-02 02:00:00,02:00:00,,,,,0.08,,,,,,,,
EOH0669,2022-01-02 02:30:00,02:30:00,,,,,0.08,,,,,,,,
EOH0669,2022-01-02 03:00:00,03:00:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 03:30:00,03:30:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 04:00:00,04:00:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 04:30:00,04:30:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 05:00:00,05:00:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 05:30:00,05:30:00,,,,,0.08,,,,,,,,
EOH0669,2022-01-02 06:00:00,06:00:00,,,,,0.07,,,,,,,,
EOH0669,2022-01-02 06:30:00,06:30:00,,,,,0.06,,,,,,,,
EOH0669,2022-01-02 07:00:00,07:00:00,,,,,0.06,,,,,,,,
EOH0669,2022-01-02 07:30:00,07:30:00,,,,,0.06,,,,,,,,
EOH0669,2022-01-02 08:00:00,08:00:00,,,,,0.06,,,,,,,,
EOH0669,2022-01-02 08:30:00,08:30:00,,,,,0.05,,,,,,,,
EOH0669,2022-01-02 09:00:00,09:00:00,,,,,0.05,,,,,,,,
EOH0669,2022-01-02 09:30:00,09:30:00,,,,,0.06,,,,,,,,
EOH0669,2022-01-02 10:00:00,10:00:00,,,,,0.08,,,,,,,,
EOH0669,2022-01-02 10:30:00,10:30:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 11:00:00,11:00:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 11:30:00,11:30:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 12:00:00,12:00:00,,,,,0.09,,,,,,,,
EOH0669,2022-01-02 12:30:00,12:30:00,,,,,0.09,,,,,,,,
