Property_ID,Timestamp,half-hour,Boiler_Energy_Output,Circulation_Pump_Energy_Consumed,Heat_Pump_Energy_Output,Whole_System_Energy_Consumed,External_Air_Temperature,Heat_Pump_Heating_Flow_Temperature,Heat_Pump_Return_Temperature,Internal_Air_Temperature,Hot_Water_Flow_Temperature,Immersion_Heater_Energy_Consumed,Back-up_Heater_Energy_Consumed,Brine_Flow_Temperature,Brine_Return_Temperature
EOH0451,2022-06-16 18:30:00,18:30:00,,38.892,3332.98,1025.289,19.49,28.1,28.71,22.08,,120.845,,,12.97
EOH0451,2022-06-16 19:00:00,19:00:00,,38.892,3332.98,1025.293,18.76,27.54,28.38,21.99,,120.845,,,12.93
EOH0451,2022-06-16 19:30:00,19:30:00,,38.892,3332.98,1025.298,17.98,27.13,28.11,21.94,,120.845,,,12.91
EOH0451,2022-06-16 20:00:00,20:00:00,,38.892,3332.98,1025.303,17.27,26.8,27.84,21.89,,120.845,,,12.88
EOH0451,2022-06-16 20:30:00,20:30:00,,38.892,3332.98,1025.307,16.64,26.52,27.63,21.82,,120.845,,,12.86
EOH0451,2022-06-16 21:00:00,21:00:00,,38.892,3332.98,1025.312,16.38,26.26,27.44,21.79,,120.845,,,12.85
EOH0451,2022-06-16 21:30:00,21:30:00,,38.892,3332.98,1025.316,16.54,26.03,27.26,21.72,,120.845,,,12.84
EOH0451,2022-06-16 22:00:00,22:00:00,,38.892,3332.98,1025.321,16.58,25.79,27.07,21.69,,120.845,,,12.82
EOH0451,2022-06-16 22:30:00,22:30:00,,38.892,3332.98,1025.325,16.47,25.56,26.92,21.64,,120.845,,,12.81
EOH0451,2022-06-16 23:00:00,23:00:00,,38.892,3332.98,1025.33,16.54,25.33,26.77,21.62,,120.845,,,12.8
EOH0451,2022-06-16 23:30:00,23:30:00,,38.892,3332.98,1025.335,16.81,25.09,26.64,21.57,,120.845,,,12.79
EOH0451,2022-06-17 00:00:00,00:00:00,,38.892,3332.98,1025.339,16.74,24.74,26.54,21.54,,120.845,,,12.79
EOH0451,2022-06-17 00:30:00,00:30:00,,38.892,3332.98,1025.343,16.28,23.5,26.44,21.56,,120.845,,,12.78
EOH0451,2022-06-17 01:00:00,01:00:00,,38.892,3332.98,1025.348,16.05,22.77,25.1,21.57,,120.845,,,12.78
EOH0451,2022-06-17 01:30:00,01:30:00,,38.892,3332.98,1025.352,16.1,23.84,24.63,21.6,,120.845,,,12.78
EOH0451,2022-06-17 02:00:00,02:00:00,,38.892,3332.98,1025.357,16.26,23.53,24.27,21.62,,120.845,,,12.77
EOH0451,2022-06-17 02:30:00,02:30:00,,38.892,3332.98,1025.361,16.54,22.95,24.02,21.66,,120.845,,,12.77
EOH0451,2022-06-17 03:00:00,03:00:00,,38.892,3332.98,1025.366,16.53,22.64,23.99,21.68,,120.845,,,12.76
EOH0451,2022-06-17 03:30:00,03:30:00,,38.892,3332.98,1025.37,16.19,22.39,23.94,21.66,,120.845,,,12.76
EOH0451,2022-06-17 04:00:00,04:00:00,,38.892,3332.98,1025.375,16.0,22.19,23.9,21.64,,120.845,,,12.75
EOH0451,2022-06-17 04:30:00,04:30:00,,38.892,3332.98,1025.379,15.97,22.03,23.87,21.6,,120.845,,,12.75
EOH0451,2022-06-17 05:00:00,05:00:00,,38.892,3332.98,1025.384,16.27,21.88,23.82,21.58,,120.845,,,12.76
EOH0451,2022-06-17 05:30:00,05:30:00,,38.892,3332.98,1025.388,16.95,21.76,23.77,21.57,,120.845,,,12.76
EOH0451,2022-06-17 06:00:00,06:00:00,,38.918,3334.062,1025.836,17.24,,47.93,21.56,49.64,120.845,,,11.55
EOH0451,2022-06-17 06:30:00,06:30:00,,38.923,3334.062,1025.846,17.08,39.23,41.88,21.55,49.28,120.845,,,13.04
EOH0451,2022-06-17 07:00:00,07:00:00,,38.925,3334.062,1025.854,17.26,33.04,33.01,21.55,,120.845,,,12.98
EOH0451,2022-06-17 07:30:00,07:30:00,,38.926,3334.062,1025.859,17.83,30.39,30.29,21.54,,120.845,,,13.0
EOH0451,2022-06-17 08:00:00,08:00:00,,38.926,3334.062,1025.864,18.33,28.93,29.15,21.53,,120.845,,,12.99
EOH0451,2022-06-17 08:30:00,08:30:00,,38.926,3334.062,1025.868,18.76,28.02,28.59,21.54,,120.845,,,12.98
EOH0451,2022-06-17 09:00:00,09:00:00,,38.926,3334.062,1025.873,19.33,27.44,28.27,21.55,,120.845,,,12.97
EOH0451,2022-06-17 09:30:00,09:30:00,,38.926,3334.062,1025.878,20.05,27.04,28.02,21.64,,120.845,,,13.12
EOH0451,2022-06-17 10:00:00,10:00:00,,38.926,3334.062,1025.882,20.49,26.72,27.76,21.65,,120.845,,,12.35
EOH0451,2022-06-17 10:30:00,10:30:00,,38.926,3334.062,1025.887,20.6,26.41,27.54,21.7,,120.845,,,12.36
EOH0451,2022-06-17 11:00:00,11:00:00,,38.926,3334.062,1025.892,20.64,26.14,27.34,21.7,,120.845,,,12.55
EOH0451,2022-06-17 11:30:00,11:30:00,,38.926,3334.062,1025.896,20.59,25.88,27.15,21.73,,120.845,,,12.71
EOH0451,2022-06-17 12:00:00,12:00:00,,38.926,3334.062,1025.901,20.39,25.68,26.97,21.74,,120.845,,,12.78
EOH0451,2022-06-17 12:30:00,12:30:00,,38.926,3334.062,1025.906,19.99,25.48,26.84,21.75,,120.845,,,12.83
EOH0451,2022-06-17 13:00:00,13:00:00,,38.926,3334.062,1025.91,19.06,25.3,26.71,21.78,24.81,120.845,,,12.85
EOH0451,2022-06-17 13:30:00,13:30:00,,38.951,3335.515,1026.337,17.51,,38.05,21.85,40.59,120.845,,,10.76
EOH0451,2022-06-17 14:00:00,14:00:00,,38.976,3336.653,1026.759,16.83,46.65,50.31,21.82,52.35,120.845,,,12.12
EOH0451,2022-06-17 14:30:00,14:30:00,,38.979,3336.653,1026.767,17.14,38.45,39.9,21.76,,120.845,,,13.16
EOH0451,2022-06-17 15:00:00,15:00:00,,38.981,3336.653,1026.775,17.29,33.26,32.71,21.73,,120.845,,,13.36
EOH0451,2022-06-17 15:30:00,15:30:00,,38.981,3336.653,1026.78,17.26,30.84,30.41,21.68,,120.845,,,13.19
EOH0451,2022-06-17 16:00:00,16:00:00,,38.981,3336.653,1026.784,17.23,29.42,29.39,21.64,,120.845,,,12.85
EOH0451,2022-06-17 16:30:00,16:30:00,,38.981,3336.653,1026.789,17.2,28.51,28.86,21.58,,120.845,,,12.77
EOH0451,2022-06-17 17:00:00,17:00:00,,38.981,3336.653,1026.794,16.89,27.9,28.42,21.55,,120.845,,,12.82
EOH0451,2022-06-17 17:30:00,17:30:00,,38.981,3336.653,1026.798,16.26,27.45,28.0,21.51,,120.845,,,12.85
EOH0451,2022-06-17 18:00:00,18:00:00,,38.981,3336.653,1026.803,15.88,27.08,27.6,21.49,,120.845,,,13.09
EOH0451,2022-06-17 18:30:00,18:30:00,,38.992,3337.126,1026.993,15.77,26.82,34.05,21.46,43.64,120.845,,,12.01
EOH0451,2022-06-17 19:00:00,19:00:00,,39.007,3337.649,1027.2,15.39,37.34,47.96,21.39,52.63,120.845,,,13.26
EOH0451,2022-06-17 19:30:00,19:30:00,,39.01,3337.649,1027.208,14.71,32.14,34.8,21.36,,120.845,,,12.88
EOH0451,2022-06-17 20:00:00,20:00:00,,39.011,3337.649,1027.214,14.07,30.26,31.28,21.27,,120.845,,,12.83
EOH0451,2022-06-17 20:30:00,20:30:00,,39.011,3337.649,1027.219,13.48,29.14,29.75,21.19,,120.845,,,12.87
EOH0451,2022-06-17 21:00:00,21:00:00,,39.011,3337.649,1027.223,12.92,28.4,29.08,21.13,,120.845,,,12.87
EOH0451,2022-06-17 21:30:00,21:30:00,,39.011,3337.649,1027.228,12.39,27.88,28.73,21.06,,120.845,,,13.13
EOH0451,2022-06-17 22:00:00,22:00:00,,39.011,3337.649,1027.233,11.86,27.48,28.42,21.01,,120.845,,,12.9
EOH0451,2022-06-17 22:30:00,22:30:00,,39.011,3337.649,1027.237,11.36,27.14,28.16,20.89,,120.845,,,12.77
EOH0451,2022-06-17 23:00:00,23:00:00,,39.011,3337.649,1027.242,10.91,26.83,27.9,20.85,,120.845,,,12.77
EOH0451,2022-06-17 23:30:00,23:30:00,,39.011,3337.649,1027.246,10.51,26.54,27.67,20.85,,120.845,,,12.75
EOH0451,2022-06-18 00:00:00,00:00:00,,39.011,3337.649,1027.251,10.18,26.28,27.45,20.84,,120.845,,,12.63
EOH0451,2022-06-18 00:30:00,00:30:00,,39.011,3337.649,1027.255,9.93,26.03,27.22,20.7,,120.845,,,12.64
EOH0451,2022-06-18 01:00:00,01:00:00,,39.011,3337.649,1027.26,9.58,25.77,27.02,20.65,,120.845,,,12.64
EOH0451,2022-06-18 01:30:00,01:30:00,,39.011,3337.649,1027.264,9.14,25.54,26.83,20.8,,120.845,,,12.55
EOH0451,2022-06-18 02:00:00,02:00:00,,39.011,3337.649,1027.269,8.8,25.32,26.49,20.9,,120.845,,,12.56
EOH0451,2022-06-18 02:30:00,02:30:00,,39.011,3337.649,1027.273,8.55,25.04,25.99,20.86,,120.845,,,12.58
EOH0451,2022-06-18 03:00:00,03:00:00,,39.011,3337.649,1027.278,8.37,24.69,25.45,20.8,,120.845,,,12.61
EOH0451,2022-06-18 03:30:00,03:30:00,,39.011,3337.649,1027.282,8.26,24.38,25.04,20.73,,120.845,,,12.24
EOH0451,2022-06-18 04:00:00,04:00:00,,39.011,3337.649,1027.287,8.28,24.18,24.7,20.88,,120.845,,,12.34
EOH0451,2022-06-18 04:30:00,04:30:00,,39.011,3337.649,1027.291,8.44,24.02,24.44,21.14,,120.845,,,12.44
EOH0451,2022-06-18 05:00:00,05:00:00,,39.011,3337.649,1027.296,8.8,23.84,24.2,21.35,,120.845,,,12.49
EOH0451,2022-06-18 05:30:00,05:30:00,,39.011,3337.649,1027.3,9.37,23.66,23.99,21.52,,120.845,,,12.53
EOH0451,2022-06-18 06:00:00,06:00:00,,39.036,3338.976,1027.744,10.2,,41.09,21.81,43.4,120.845,,,10.68
EOH0451,2022-06-18 06:30:00,06:30:00,,39.053,3339.582,1027.985,11.33,43.5,49.33,22.17,53.88,120.845,,,12.36
EOH0451,2022-06-18 07:00:00,07:00:00,,39.056,3339.582,1027.993,11.98,36.13,37.03,22.39,,120.845,,,12.93
EOH0451,2022-06-18 07:30:00,07:30:00,,39.057,3339.582,1028.0,12.07,31.88,32.0,22.48,,120.845,,,12.94
EOH0451,2022-06-18 08:00:00,08:00:00,,39.057,3339.582,1028.004,12.58,29.8,29.84,22.58,,120.845,,,12.93
EOH0451,2022-06-18 08:30:00,08:30:00,,39.057,3339.582,1028.009,13.56,28.56,28.92,23.41,,120.845,,,12.91
EOH0451,2022-06-18 09:00:00,09:00:00,,39.057,3339.582,1028.014,14.04,27.77,28.48,24.22,,120.845,,,12.89
EOH0451,2022-06-18 09:30:00,09:30:00,,39.057,3339.582,1028.018,13.93,27.26,28.19,23.79,,120.845,,,12.87
EOH0451,2022-06-18 10:00:00,10:00:00,,39.057,3339.582,1028.023,13.92,26.87,27.92,22.92,,120.845,,,12.86
EOH0451,2022-06-18 10:30:00,10:30:00,,39.057,3339.582,1028.028,14.03,26.56,27.65,22.43,,120.845,,,12.72
EOH0451,2022-06-18 11:00:00,11:00:00,,39.057,3339.582,1028.032,14.56,26.29,27.38,22.1,,120.845,,,12.5
EOH0451,2022-06-18 11:30:00,11:30:00,,39.057,3339.582,1028.037,15.57,26.05,27.11,21.9,,120.845,,,12.45
EOH0451,2022-06-18 12:00:00,12:00:00,,39.057,3339.582,1028.042,15.82,25.79,26.77,21.81,,120.845,,,12.41
EOH0451,2022-06-18 12:30:00,12:30:00,,39.057,3339.582,1028.046,15.21,25.52,26.43,21.62,,120.845,,,12.46
EOH0451,2022-06-18 13:00:00,13:00:00,,39.057,3339.582,1028.051,14.76,25.26,26.14,21.5,,120.845,,,12.22
EOH0451,2022-06-18 13:30:00,13:30:00,,39.062,3339.718,1028.123,14.49,25.04,28.0,21.42,37.85,120.845,,,11.73
EOH0451,2022-06-18 14:00:00,14:00:00,,39.088,3340.841,1028.541,14.68,48.29,48.61,21.42,50.58,120.845,,,11.13
EOH0451,2022-06-18 14:30:00,14:30:00,,39.09,3340.841,1028.549,15.4,36.47,39.88,21.49,,120.845,,,12.54
EOH0451,2022-06-18 15:00:00,15:00:00,,39.093,3340.841,1028.557,15.47,31.75,32.62,21.47,,120.845,,,12.64
EOH0451,2022-06-18 15:30:00,15:30:00,,39.093,3340.841,1028.561,14.82,29.65,29.98,21.44,,120.845,,,12.66
EOH0451,2022-06-18 16:00:00,16:00:00,,39.093,3340.841,1028.566,14.5,28.42,28.84,21.39,,120.845,,,12.65
EOH0451,2022-06-18 16:30:00,16:30:00,,39.093,3340.841,1028.571,14.55,27.66,28.32,21.3,,120.845,,,12.63
EOH0451,2022-06-18 17:00:00,17:00:00,,39.093,3340.841,1028.575,14.61,27.16,27.91,21.39,,120.845,,,12.62
EOH0451,2022-06-18 17:30:00,17:30:00,,39.093,3340.841,1028.58,14.68,26.78,27.41,21.45,,120.845,,,12.66
EOH0451,2022-06-18 18:00:00,18:00:00,,39.093,3340.841,1028.585,14.31,26.43,26.9,21.39,,120.845,,,12.71
EOH0451,2022-06-18 18:30:00,18:30:00,,39.093,3340.841,1028.59,13.44,26.1,26.44,21.26,,120.845,,,12.72
EOH0451,2022-06-18 19:00:00,19:00:00,,39.093,3340.841,1028.594,12.76,25.8,26.07,21.17,,120.845,,,12.72
EOH0451,2022-06-18 19:30:00,19:30:00,,39.103,3341.287,1028.788,12.28,25.59,33.78,21.08,44.44,120.845,,,12.09
EOH0451,2022-06-18 20:00:00,20:00:00,,39.118,3341.765,1028.98,11.75,36.57,47.57,20.99,52.88,120.845,,,12.48
EOH0451,2022-06-18 20:30:00,20:30:00,,39.12,3341.765,1028.988,11.16,32.07,34.48,20.95,,120.845,,,12.94
EOH0451,2022-06-18 21:00:00,21:00:00,,39.122,3341.765,1028.994,10.58,29.9,30.85,20.88,,120.845,,,12.92
EOH0451,2022-06-18 21:30:00,21:30:00,,39.122,3341.765,1028.998,10.01,28.72,29.24,20.85,,120.845,,,12.89
EOH0451,2022-06-18 22:00:00,22:00:00,,39.122,3341.765,1029.003,9.38,27.93,28.51,20.84,,120.845,,,12.84
EOH0451,2022-06-18 22:30:00,22:30:00,,39.122,3341.765,1029.007,8.68,27.35,28.14,20.83,,120.845,,,12.82
EOH0451,2022-06-18 23:00:00,23:00:00,,39.122,3341.765,1029.012,8.11,26.92,27.85,20.79,,120.845,,,12.78
EOH0451,2022-06-18 23:30:00,23:30:00,,39.122,3341.765,1029.016,7.71,26.58,27.58,20.77,,120.845,,,12.76
EOH0451,2022-06-19 00:00:00,00:00:00,,39.122,3341.765,1029.021,7.64,26.3,27.32,20.71,,120.845,,,12.74
EOH0451,2022-06-19 00:30:00,00:30:00,,39.122,3341.765,1029.025,7.96,26.06,27.08,20.68,,120.845,,,12.72
EOH0451,2022-06-19 01:00:00,01:00:00,,39.122,3341.765,1029.03,8.26,25.83,26.86,20.71,,120.845,,,12.7
EOH0451,2022-06-19 01:30:00,01:30:00,,39.122,3341.765,1029.034,8.53,25.61,26.66,20.73,,120.845,,,12.7
EOH0451,2022-06-19 02:00:00,02:00:00,,39.122,3341.768,1029.039,8.7,25.48,26.3,20.76,,120.845,,,12.69
EOH0451,2022-06-19 02:30:00,02:30:00,,39.128,3343.353,1029.416,8.75,36.89,31.25,21.06,,120.845,,,10.65
EOH0451,2022-06-19 03:00:00,03:00:00,,39.133,3343.592,1029.483,8.91,36.96,36.13,23.03,,120.845,,,12.79
EOH0451,2022-06-19 03:30:00,03:30:00,,39.136,3343.592,1029.491,9.2,32.22,32.52,24.12,,120.845,,,13.24
EOH0451,2022-06-19 04:00:00,04:00:00,,39.138,3343.592,1029.498,9.52,30.06,30.23,24.69,,120.845,,,12.62
EOH0451,2022-06-19 04:30:00,04:30:00,,39.138,3343.592,1029.503,9.89,28.6,28.84,25.14,,120.845,,,12.9
EOH0451,2022-06-19 05:00:00,05:00:00,,39.165,3344.598,1029.96,10.35,,50.47,25.6,51.73,120.845,,,11.39
EOH0451,2022-06-19 05:30:00,05:30:00,,39.191,3344.598,1029.994,10.92,,50.81,26.0,50.73,120.845,,,12.89
EOH0451,2022-06-19 06:00:00,06:00:00,,39.216,3344.598,1030.029,11.43,,50.28,26.12,50.19,120.845,,,13.0
EOH0451,2022-06-19 06:30:00,06:30:00,,39.24,3344.598,1030.062,11.88,,49.88,24.98,49.79,120.845,,,13.12
EOH0451,2022-06-19 07:00:00,07:00:00,,39.248,3344.598,1030.075,12.49,38.81,44.75,24.31,49.55,120.845,,,13.23
EOH0451,2022-06-19 07:30:00,07:30:00,,39.251,3344.598,1030.083,13.28,34.0,35.13,23.9,,120.845,,,13.0
EOH0451,2022-06-19 08:00:00,08:00:00,,39.252,3344.598,1030.088,13.78,31.65,32.1,23.57,,120.845,,,13.07
EOH0451,2022-06-19 08:30:00,08:30:00,,39.252,3344.598,1030.093,13.95,30.24,30.72,23.34,,120.845,,,12.89
EOH0451,2022-06-19 09:00:00,09:00:00,,39.252,3344.598,1030.097,14.24,29.27,29.97,23.14,,120.845,,,12.88
EOH0451,2022-06-19 09:30:00,09:30:00,,39.252,3344.598,1030.102,14.66,28.55,29.49,23.0,,120.845,,,12.91
EOH0451,2022-06-19 10:00:00,10:00:00,,39.252,3344.598,1030.107,15.04,28.02,29.16,22.86,,120.845,,,12.72
EOH0451,2022-06-19 10:30:00,10:30:00,,39.252,3344.598,1030.111,15.39,27.61,28.83,22.78,,120.845,,,12.57
EOH0451,2022-06-19 11:00:00,11:00:00,,39.252,3344.598,1030.116,15.51,27.25,28.53,22.67,,120.845,,,12.58
EOH0451,2022-06-19 11:30:00,11:30:00,,39.252,3344.598,1030.121,15.37,26.93,28.25,22.57,,120.845,,,12.57
EOH0451,2022-06-19 12:00:00,12:00:00,,39.252,3344.598,1030.125,15.52,26.64,28.01,22.56,,120.845,,,12.66
EOH0451,2022-06-19 12:30:00,12:30:00,,39.252,3344.598,1030.13,16.0,26.39,27.8,22.47,,120.845,,,12.72
EOH0451,2022-06-19 13:00:00,13:00:00,,39.252,3344.598,1030.135,16.46,26.14,27.61,22.47,,120.845,,,12.74
EOH0451,2022-06-19 13:30:00,13:30:00,,39.252,3344.598,1030.139,16.91,25.89,27.42,22.43,,120.845,,,12.76
EOH0451,2022-06-19 14:00:00,14:00:00,,39.267,3345.331,1030.416,17.19,25.74,36.51,22.38,43.08,120.845,,,11.62
EOH0451,2022-06-19 14:30:00,14:30:00,,39.281,3345.775,1030.59,17.29,38.49,46.94,22.26,52.14,120.845,,,12.79
EOH0451,2022-06-19 15:00:00,15:00:00,,39.283,3345.775,1030.599,17.47,33.62,35.02,22.16,,120.845,,,13.03
EOH0451,2022-06-19 15:30:00,15:30:00,,39.284,3345.775,1030.605,17.74,30.78,31.42,22.05,,120.845,,,13.03
EOH0451,2022-06-19 16:00:00,16:00:00,,39.284,3345.775,1030.609,17.79,29.33,29.75,21.92,,120.845,,,13.0
EOH0451,2022-06-19 16:30:00,16:30:00,,39.284,3345.775,1030.614,17.59,28.43,29.03,21.85,,120.845,,,12.97
EOH0451,2022-06-19 17:00:00,17:00:00,,39.284,3345.775,1030.619,16.99,27.82,28.62,21.81,,120.845,,,12.94
EOH0451,2022-06-19 17:30:00,17:30:00,,39.284,3345.775,1030.623,15.94,27.39,28.3,21.76,,120.845,,,12.86
EOH0451,2022-06-19 18:00:00,18:00:00,,39.289,3346.018,1030.699,15.3,27.11,28.77,21.73,33.24,120.845,,,12.22
EOH0451,2022-06-19 18:30:00,18:30:00,,39.315,3347.542,1031.174,15.13,,42.94,21.74,45.51,120.845,,,10.54
EOH0451,2022-06-19 19:00:00,19:00:00,,39.33,3348.019,1031.368,14.52,36.69,48.18,21.74,53.77,120.845,,,12.5
EOH0451,2022-06-19 19:30:00,19:30:00,,39.333,3348.019,1031.376,13.41,32.8,34.89,21.66,,120.845,,,12.62
EOH0451,2022-06-19 20:00:00,20:00:00,,39.334,3348.019,1031.382,12.35,30.74,31.57,21.51,,120.845,,,12.69
EOH0451,2022-06-19 20:30:00,20:30:00,,39.334,3348.019,1031.387,11.33,29.53,30.02,21.37,,120.845,,,12.67
EOH0451,2022-06-19 21:00:00,21:00:00,,39.334,3348.019,1031.391,10.57,28.7,29.28,21.21,,120.845,,,12.64
EOH0451,2022-06-19 21:30:00,21:30:00,,39.334,3348.019,1031.396,10.1,28.09,28.88,21.1,,120.845,,,12.6
EOH0451,2022-06-19 22:00:00,22:00:00,,39.334,3348.019,1031.4,9.63,27.6,28.53,20.98,,120.845,,,12.56
EOH0451,2022-06-19 22:30:00,22:30:00,,39.334,3348.019,1031.405,9.16,27.19,28.24,20.86,,120.845,,,12.53
EOH0451,2022-06-19 23:00:00,23:00:00,,39.334,3348.019,1031.409,8.51,26.83,27.95,20.73,,120.845,,,12.53
EOH0451,2022-06-19 23:30:00,23:30:00,,39.334,3348.019,1031.414,7.66,26.5,27.65,20.63,,120.845,,,12.6
EOH0451,2022-06-20 00:00:00,00:00:00,,39.334,3348.019,1031.418,7.38,26.2,27.36,20.63,,120.845,,,12.62
EOH0451,2022-06-20 00:30:00,00:30:00,,39.334,3348.019,1031.423,7.77,25.9,27.08,20.62,,120.845,,,12.63
EOH0451,2022-06-20 01:00:00,01:00:00,,39.334,3348.019,1031.427,8.13,25.61,26.85,20.63,,120.845,,,12.63
EOH0451,2022-06-20 01:30:00,01:30:00,,39.334,3348.019,1031.432,8.44,25.38,26.63,20.77,,120.845,,,12.64
EOH0451,2022-06-20 02:00:00,02:00:00,,39.334,3348.019,1031.436,8.32,25.2,26.42,20.94,,120.845,,,12.63
EOH0451,2022-06-20 02:30:00,02:30:00,,39.334,3348.019,1031.441,7.7,25.05,26.23,21.45,,120.845,,,12.63
EOH0451,2022-06-20 03:00:00,03:00:00,,39.334,3348.019,1031.445,7.12,24.91,26.08,22.02,,120.845,,,12.63
EOH0451,2022-06-20 03:30:00,03:30:00,,39.334,3348.019,1031.45,6.58,24.77,25.92,22.5,,120.845,,,12.62
EOH0451,2022-06-20 04:00:00,04:00:00,,39.334,3348.019,1031.454,6.33,24.67,25.75,22.89,,120.845,,,12.61
EOH0451,2022-06-20 04:30:00,04:30:00,,39.334,3348.019,1031.46,6.42,24.57,25.63,23.35,,120.845,,,12.62
EOH0451,2022-06-20 05:00:00,05:00:00,,39.334,3348.019,1031.463,7.1,24.45,25.5,23.79,,120.845,,,12.63
EOH0451,2022-06-20 05:30:00,05:30:00,,39.334,3348.019,1031.468,8.45,24.33,25.4,23.67,,120.845,,,12.67
EOH0451,2022-06-20 06:00:00,06:00:00,,39.334,3348.019,1031.473,9.77,24.1,25.33,23.32,,120.845,,,12.71
EOH0451,2022-06-20 06:30:00,06:30:00,,39.334,3348.019,1031.477,11.05,23.96,25.25,23.16,,120.845,,,12.73
EOH0451,2022-06-20 07:00:00,07:00:00,,39.334,3348.019,1031.482,11.78,23.85,25.16,22.94,,120.845,,,12.74
EOH0451,2022-06-20 07:30:00,07:30:00,,39.334,3348.019,1031.487,11.88,23.75,25.08,22.76,,120.845,,,12.72
EOH0451,2022-06-20 08:00:00,08:00:00,,39.345,3348.466,1031.697,12.17,23.56,34.31,22.62,46.67,120.845,,,12.03
EOH0451,2022-06-20 08:30:00,08:30:00,,39.363,3349.144,1031.961,12.69,42.77,49.24,22.6,53.11,120.845,,,12.32
EOH0451,2022-06-20 09:00:00,09:00:00,,39.366,3349.144,1031.969,13.45,35.71,36.95,22.63,,120.845,,,12.82
EOH0451,2022-06-20 09:30:00,09:30:00,,39.367,3349.144,1031.975,14.49,31.58,31.55,22.69,,120.845,,,12.83
EOH0451,2022-06-20 10:00:00,10:00:00,,39.367,3349.144,1031.98,15.49,29.55,29.32,22.43,,120.845,,,12.88
EOH0451,2022-06-20 10:30:00,10:30:00,,39.385,3350.158,1032.296,16.46,28.7,37.59,22.14,43.38,120.845,,,11.37
EOH0451,2022-06-20 11:00:00,11:00:00,,39.4,3350.658,1032.493,17.28,37.7,48.14,22.06,52.77,120.845,,,12.62
EOH0451,2022-06-20 11:30:00,11:30:00,,39.403,3350.658,1032.501,17.93,32.52,35.15,21.93,,120.845,,,12.9
EOH0451,2022-06-20 12:00:00,12:00:00,,39.404,3350.658,1032.507,18.38,30.49,31.3,21.82,,120.845,,,12.95
EOH0451,2022-06-20 12:30:00,12:30:00,,39.404,3350.658,1032.512,18.61,29.27,29.64,21.63,,120.845,,,12.99
EOH0451,2022-06-20 13:00:00,13:00:00,,39.404,3350.658,1032.517,18.84,28.39,28.9,21.61,,120.845,,,12.72
EOH0451,2022-06-20 13:30:00,13:30:00,,39.404,3350.658,1032.521,19.08,27.73,28.46,21.53,,120.845,,,12.76
EOH0451,2022-06-20 14:00:00,14:00:00,,39.404,3350.658,1032.526,19.36,27.26,28.1,21.51,,120.845,,,12.81
EOH0451,2022-06-20 14:30:00,14:30:00,,39.404,3350.658,1032.531,19.69,26.88,27.82,21.46,,120.845,,,12.83
EOH0451,2022-06-20 15:00:00,15:00:00,,39.404,3350.658,1032.535,20.03,26.56,27.54,21.49,,120.845,,,12.84
EOH0451,2022-06-20 15:30:00,15:30:00,,39.404,3350.658,1032.54,20.39,26.29,27.3,21.55,,120.845,,,12.85
EOH0451,2022-06-20 16:00:00,16:00:00,,39.404,3350.658,1032.545,20.59,26.05,27.08,21.57,,120.845,,,12.86
EOH0451,2022-06-20 16:30:00,16:30:00,,39.404,3350.658,1032.55,20.61,25.83,26.89,21.61,,120.845,,,12.86
EOH0451,2022-06-20 17:00:00,17:00:00,,39.412,3351.05,1032.686,20.41,25.66,29.98,21.67,36.72,120.845,,,12.19
EOH0451,2022-06-20 17:30:00,17:30:00,,39.439,3352.353,1033.147,19.97,,48.43,21.71,50.52,120.845,,,11.52
EOH0451,2022-06-20 18:00:00,18:00:00,,39.443,3352.353,1033.156,19.32,37.61,41.12,21.72,,120.845,,,13.09
EOH0451,2022-06-20 18:30:00,18:30:00,,39.445,3352.353,1033.164,18.42,32.27,33.13,21.73,,120.845,,,13.1
EOH0451,2022-06-20 19:00:00,19:00:00,,39.445,3352.353,1033.169,17.53,30.16,30.5,21.74,,120.845,,,13.08
EOH0451,2022-06-20 19:30:00,19:30:00,,39.445,3352.353,1033.173,16.64,28.94,29.29,21.6,,120.845,,,13.04
EOH0451,2022-06-20 20:00:00,20:00:00,,39.445,3352.353,1033.178,15.47,28.16,28.77,21.46,,120.845,,,13.0
EOH0451,2022-06-20 20:30:00,20:30:00,,39.445,3352.353,1033.183,13.98,27.63,28.46,21.32,,120.845,,,12.96
EOH0451,2022-06-20 21:00:00,21:00:00,,39.445,3352.353,1033.187,12.87,27.23,28.17,21.21,,120.845,,,12.92
EOH0451,2022-06-20 21:30:00,21:30:00,,39.445,3352.353,1033.192,12.19,26.88,27.93,21.07,,120.845,,,12.89
EOH0451,2022-06-20 22:00:00,22:00:00,,39.445,3352.353,1033.196,11.74,26.58,27.69,20.92,,120.845,,,12.87
EOH0451,2022-06-20 22:30:00,22:30:00,,39.445,3352.353,1033.201,11.54,26.3,27.47,20.78,,120.845,,,12.84
EOH0451,2022-06-20 23:00:00,23:00:00,,39.445,3352.353,1033.205,11.38,26.05,27.25,20.71,,120.845,,,12.82
EOH0451,2022-06-20 23:30:00,23:30:00,,39.445,3352.353,1033.21,11.28,25.82,27.05,20.66,,120.845,,,12.8
EOH0451,2022-06-21 00:00:00,00:00:00,,39.445,3352.353,1033.214,11.14,25.58,26.87,20.59,,120.845,,,12.78
