Property_ID,Timestamp,half-hour,Boiler_Energy_Output,Circulation_Pump_Energy_Consumed,Heat_Pump_Energy_Output,Whole_System_Energy_Consumed,External_Air_Temperature,Heat_Pump_Heating_Flow_Temperature,Heat_Pump_Return_Temperature,Internal_Air_Temperature,Hot_Water_Flow_Temperature,Immersion_Heater_Energy_Consumed,Back-up_Heater_Energy_Consumed,Brine_Flow_Temperature,Brine_Return_Temperature
EOH0451,2021-10-16 19:00:00,19:00:00,,,,,7.52,,,16.35,,,,,
EOH0451,2021-10-16 19:30:00,19:30:00,,,,,7.57,,,16.35,,,,,
EOH0451,2021-10-16 20:00:00,20:00:00,,,,,7.65,,,16.33,,,,,
EOH0451,2021-10-16 20:30:00,20:30:00,,,,,7.75,,,16.32,,,,,
EOH0451,2021-10-16 21:00:00,21:00:00,,,,,7.94,,,16.31,,,,,
EOH0451,2021-10-16 21:30:00,21:30:00,,,,,8.24,,,16.31,,,,,
EOH0451,2021-10-16 22:00:00,22:00:00,,,,,8.42,,,16.29,,,,,
EOH0451,2021-10-16 22:30:00,22:30:00,,,,,8.47,,,16.29,,,,,
EOH0451,2021-10-16 23:00:00,23:00:00,,,,,8.78,,,16.31,,,,,
EOH0451,2021-10-16 23:30:00,23:30:00,,,,,9.38,,,16.31,,,,,
EOH0451,2021-10-17 00:00:00,00:00:00,,,,,9.86,,,16.28,,,,,
EOH0451,2021-10-17 00:30:00,00:30:00,,,,,10.21,,,16.27,,,,,
EOH0451,2021-10-17 01:00:00,01:00:00,,,,,10.52,,,16.27,,,,,
EOH0451,2021-10-17 01:30:00,01:30:00,,,,,10.77,,,16.27,,,,,
EOH0451,2021-10-17 02:00:00,02:00:00,,,,,10.81,,,16.27,,,,,
EOH0451,2021-10-17 02:30:00,02:30:00,,,,,10.61,,,16.27,,,,,
EOH0451,2021-10-17 03:00:00,03:00:00,,,,,10.48,,,16.27,,,,,
EOH0451,2021-10-17 03:30:00,03:30:00,,,,,10.43,,,16.27,,,,,
EOH0451,2021-10-17 04:00:00,04:00:00,,,,,10.45,,,16.27,,,,,
EOH0451,2021-10-17 04:30:00,04:30:00,,,,,10.55,,,16.27,,,,,
EOH0451,2021-10-17 05:00:00,05:00:00,,,,,10.6,,,16.27,,,,,
EOH0451,2021-10-17 05:30:00,05:30:00,,,,,10.6,,,16.27,,,,,
EOH0451,2021-10-17 06:00:00,06:00:00,,,,,10.55,,,16.26,,,,,
EOH0451,2021-10-17 06:30:00,06:30:00,,,,,10.45,,,16.26,,,,,
EOH0451,2021-10-17 07:00:00,07:00:00,,,,,10.54,,,16.27,,,,,
EOH0451,2021-10-17 07:30:00,07:30:00,,,,,10.84,,,16.27,,,,,
EOH0451,2021-10-17 08:00:00,08:00:00,,,,,11.21,,,16.27,,,,,
EOH0451,2021-10-17 08:30:00,08:30:00,,,,,11.66,,,16.27,,,,,
EOH0451,2021-10-17 09:00:00,09:00:00,,,,,12.16,,,16.28,,,,,
EOH0451,2021-10-17 09:30:00,09:30:00,,,,,12.71,,,16.28,,,,,
EOH0451,2021-10-17 10:00:00,10:00:00,,,,,13.3,,,16.33,,,,,
EOH0451,2021-10-17 10:30:00,10:30:00,,,,,13.95,,,16.35,,,,,
EOH0451,2021-10-17 11:00:00,11:00:00,,,,,14.81,,,16.38,,,,,
EOH0451,2021-10-17 11:30:00,11:30:00,,,,,15.91,,,16.39,,,,,
EOH0451,2021-10-17 12:00:00,12:00:00,,,,,16.62,,,16.4,,,,,
EOH0451,2021-10-17 12:30:00,12:30:00,,,,,16.87,,,16.41,,,,,
EOH0451,2021-10-17 13:00:00,13:00:00,,,,,16.49,,,16.43,,,,,
EOH0451,2021-10-17 13:30:00,13:30:00,,,,,15.39,,,16.44,,,,,
EOH0451,2021-10-17 14:00:00,14:00:00,,,,,14.85,,,16.46,,,,,
EOH0451,2021-10-17 14:30:00,14:30:00,,,,,14.95,,,16.47,,,,,
EOH0451,2021-10-17 15:00:00,15:00:00,,,,,15.0,,,16.48,,,,,
EOH0451,2021-10-17 15:30:00,15:30:00,,,,,15.0,,,16.49,,,,,
EOH0451,2021-10-17 16:00:00,16:00:00,,,,,14.86,,,16.49,,,,,
EOH0451,2021-10-17 16:30:00,16:30:00,,,,,14.56,,,16.49,,,,,
EOH0451,2021-10-17 17:00:00,17:00:00,,,,,14.38,,,16.5,,,,,
EOH0451,2021-10-17 17:30:00,17:30:00,,,,,14.33,,,16.51,,,,,
EOH0451,2021-10-17 18:00:00,18:00:00,,,,,14.21,,,16.54,,,,,
EOH0451,2021-10-17 18:30:00,18:30:00,,,,,14.01,,,17.05,,,,,
EOH0451,2021-10-17 19:00:00,19:00:00,,,,,13.78,,,18.09,,,,,
EOH0451,2021-10-17 19:30:00,19:30:00,,,,,13.53,,,18.85,,,,,
EOH0451,2021-10-17 20:00:00,20:00:00,,,,,13.38,,,18.71,,,,,
EOH0451,2021-10-17 20:30:00,20:30:00,,,,,13.33,,,18.54,,,,,
EOH0451,2021-10-17 21:00:00,21:00:00,,,,,13.23,,,19.83,,,,,
EOH0451,2021-10-17 21:30:00,21:30:00,,,,,13.08,,,20.63,,,,,
EOH0451,2021-10-17 22:00:00,22:00:00,,,,,13.12,,,21.36,,,,,
EOH0451,2021-10-17 22:30:00,22:30:00,,,,,13.37,,,21.72,,,,,
EOH0451,2021-10-17 23:00:00,23:00:00,,,,,13.52,,,21.0,,,,,
EOH0451,2021-10-17 23:30:00,23:30:00,,,,,13.57,,,20.4,,,,,
EOH0451,2021-10-18 00:00:00,00:00:00,,,,,13.72,23.85,22.77,20.17,,,,,
EOH0451,2021-10-18 00:30:00,00:30:00,,,,,13.97,23.89,22.79,19.93,,,,,
EOH0451,2021-10-18 01:00:00,01:00:00,,,,,14.1,23.91,22.79,19.7,,,,,
EOH0451,2021-10-18 01:30:00,01:30:00,,,,,14.1,23.91,22.79,19.5,,,,,
EOH0451,2021-10-18 02:00:00,02:00:00,,,,,14.03,23.9,22.79,19.44,,,,,
EOH0451,2021-10-18 02:30:00,02:30:00,,,,,13.88,23.89,22.79,19.52,,,,,
EOH0451,2021-10-18 03:00:00,03:00:00,,,,,13.73,23.9,22.79,19.73,,,,,
EOH0451,2021-10-18 03:30:00,03:30:00,,,,,13.58,23.92,22.8,19.99,,,,,
EOH0451,2021-10-18 04:00:00,04:00:00,,,,,13.43,23.93,22.81,20.18,,,,,
EOH0451,2021-10-18 04:30:00,04:30:00,,,,,13.28,23.93,22.83,20.36,,,,,
EOH0451,2021-10-18 05:00:00,05:00:00,,,,,13.13,23.95,22.85,20.59,,,,,
EOH0451,2021-10-18 05:30:00,05:30:00,,,,,12.98,23.97,22.88,20.75,,,,,
EOH0451,2021-10-18 06:00:00,06:00:00,,,,,12.76,24.0,22.9,20.91,,,,,
EOH0451,2021-10-18 06:30:00,06:30:00,,,,,12.46,24.04,22.93,20.95,,,,,
EOH0451,2021-10-18 07:00:00,07:00:00,,,,,12.32,24.06,22.95,20.75,,,,,
EOH0451,2021-10-18 07:30:00,07:30:00,,,,,12.37,24.07,22.98,20.53,,,,,
EOH0451,2021-10-18 08:00:00,08:00:00,,,,,12.42,23.56,22.74,20.37,,,,,
EOH0451,2021-10-18 08:30:00,08:30:00,,,,,12.47,,,20.17,,,,,
EOH0451,2021-10-18 09:00:00,09:00:00,,,,,12.52,,,19.94,,,,,
EOH0451,2021-10-18 09:30:00,09:30:00,,,,,12.57,,,19.8,,,,,
EOH0451,2021-10-18 10:00:00,10:00:00,,,,,12.41,,,19.68,,,,,
EOH0451,2021-10-18 10:30:00,10:30:00,,,,,12.01,,,19.55,,,,,
EOH0451,2021-10-18 11:00:00,11:00:00,,,,,11.85,,,19.47,,,,,
EOH0451,2021-10-18 11:30:00,11:30:00,,,,,11.95,,,19.37,,,,,
EOH0451,2021-10-18 12:00:00,12:00:00,,,,,12.12,,,19.27,,,,,
EOH0451,2021-10-18 12:30:00,12:30:00,,,,,12.37,,,19.18,,,,,
EOH0451,2021-10-18 13:00:00,13:00:00,,,,,12.97,,,19.28,,,,,
EOH0451,2021-10-18 13:30:00,13:30:00,,,,,13.97,,,19.43,,,,,
EOH0451,2021-10-18 14:00:00,14:00:00,,,,,14.45,,,19.48,,,,,
EOH0451,2021-10-18 14:30:00,14:30:00,,,,,14.35,,,19.44,,,,,
EOH0451,2021-10-18 15:00:00,15:00:00,,,,,14.32,,,19.37,,,,,
EOH0451,2021-10-18 15:30:00,15:30:00,,,,,14.37,,,19.3,,,,,
EOH0451,2021-10-18 16:00:00,16:00:00,,,,,14.42,,,19.21,,,,,
EOH0451,2021-10-18 16:30:00,16:30:00,,,,,14.47,,,19.11,,,,,
EOH0451,2021-10-18 17:00:00,17:00:00,,,,,14.48,,,19.1,,,,,
EOH0451,2021-10-18 17:30:00,17:30:00,,,,,14.43,,,19.0,,,,,
EOH0451,2021-10-18 18:00:00,18:00:00,,,,,14.31,,,18.97,,,,,
EOH0451,2021-10-18 18:30:00,18:30:00,,,,,14.11,,,18.9,,,,,
EOH0451,2021-10-18 19:00:00,19:00:00,,,,,14.16,,,18.83,,,,,
EOH0451,2021-10-18 19:30:00,19:30:00,,,,,14.51,,,18.8,,,,,
EOH0451,2021-10-18 20:00:00,20:00:00,,,,,14.68,,,18.71,,,,,
EOH0451,2021-10-18 20:30:00,20:30:00,,,,,14.63,,,18.7,,,,,
EOH0451,2021-10-18 21:00:00,21:00:00,,,,,14.62,,,18.64,,,,,
EOH0451,2021-10-18 21:30:00,21:30:00,,,,,14.67,,,18.63,,,,,
EOH0451,2021-10-18 22:00:00,22:00:00,,,,,14.42,,,18.55,,,,,
EOH0451,2021-10-18 22:30:00,22:30:00,,,,,13.82,,,18.54,,,,,
EOH0451,2021-10-18 23:00:00,23:00:00,,,,,13.59,,,18.5,,,,,
EOH0451,2021-10-18 23:30:00,23:30:00,,,,,13.79,,,18.49,,,,,
EOH0451,2021-10-19 00:00:00,00:00:00,,,,,13.97,,,18.43,,0.0,,,
EOH0451,2021-10-19 00:30:00,00:30:00,,,,,14.12,,,18.42,,0.153,,,
EOH0451,2021-10-19 01:00:00,01:00:00,,,,,14.15,,,18.35,,0.153,,,
EOH0451,2021-10-19 01:30:00,01:30:00,,,,,14.05,,,18.33,,0.153,,,
EOH0451,2021-10-19 02:00:00,02:00:00,,,,,13.91,,,18.28,,0.153,,,
EOH0451,2021-10-19 02:30:00,02:30:00,,,,,13.71,,,18.27,,0.153,,,
EOH0451,2021-10-19 03:00:00,03:00:00,,,,,13.81,,,18.23,,0.153,,,
EOH0451,2021-10-19 03:30:00,03:30:00,,,,,14.26,,,18.22,,0.312,,,
EOH0451,2021-10-19 04:00:00,04:00:00,,,,,14.31,,,18.19,,0.312,,,
EOH0451,2021-10-19 04:30:00,04:30:00,,,,,13.91,,,18.18,,0.312,,,
EOH0451,2021-10-19 05:00:00,05:00:00,,,,,13.56,,,18.14,,0.312,,,
EOH0451,2021-10-19 05:30:00,05:30:00,,,,,13.26,,,18.13,,0.312,,,
EOH0451,2021-10-19 06:00:00,06:00:00,,,,,13.26,,,18.1,,0.312,,,
EOH0451,2021-10-19 06:30:00,06:30:00,,,,,13.61,,,18.09,,0.466,,,
EOH0451,2021-10-19 07:00:00,07:00:00,,,,,13.78,,,18.07,,0.466,,,
EOH0451,2021-10-19 07:30:00,07:30:00,,,,,13.73,,,18.06,,0.466,,,
EOH0451,2021-10-19 08:00:00,08:00:00,,,,,13.65,,,18.04,,0.466,,,
EOH0451,2021-10-19 08:30:00,08:30:00,,,,,13.55,,,18.04,,0.466,,,
EOH0451,2021-10-19 09:00:00,09:00:00,,,,,13.5,,,18.02,,0.466,,,
EOH0451,2021-10-19 09:30:00,09:30:00,,,,,13.5,,,18.01,,0.624,,,
EOH0451,2021-10-19 10:00:00,10:00:00,,,,,13.66,,,18.0,,0.624,,,
EOH0451,2021-10-19 10:30:00,10:30:00,,,,,14.01,,,18.0,,0.624,,,
EOH0451,2021-10-19 11:00:00,11:00:00,,,,,14.25,,,17.99,,0.624,,,
EOH0451,2021-10-19 11:30:00,11:30:00,,,,,14.35,,,17.98,,0.624,,,
EOH0451,2021-10-19 12:00:00,12:00:00,,,,,14.84,,,17.99,,0.624,,,
EOH0451,2021-10-19 12:30:00,12:30:00,,,,,15.79,,,17.99,,0.788,,,
EOH0451,2021-10-19 13:00:00,13:00:00,,,,,16.58,,,18.0,,0.788,,,
EOH0451,2021-10-19 13:30:00,13:30:00,,,,,17.18,,,18.01,,0.788,,,
EOH0451,2021-10-19 14:00:00,14:00:00,,,,,17.57,,,18.01,,0.788,,,
EOH0451,2021-10-19 14:30:00,14:30:00,,,,,17.72,,,18.01,,0.788,,,
EOH0451,2021-10-19 15:00:00,15:00:00,,,,,17.66,,,18.05,,0.788,,,
EOH0451,2021-10-19 15:30:00,15:30:00,,,,,17.36,,,18.08,,0.944,,,
EOH0451,2021-10-19 16:00:00,16:00:00,,,,,17.13,,,18.22,,0.944,,,
EOH0451,2021-10-19 16:30:00,16:30:00,,,,,16.98,,,18.79,,0.944,,,
EOH0451,2021-10-19 17:00:00,17:00:00,,,,,16.71,,,19.31,,0.961,,,
EOH0451,2021-10-19 17:30:00,17:30:00,,,,,16.31,,,20.02,,1.076,,,
EOH0451,2021-10-19 18:00:00,18:00:00,,,,,15.96,,,20.75,,1.076,,,
EOH0451,2021-10-19 18:30:00,18:30:00,,,,,15.66,,,21.35,,1.076,,,
EOH0451,2021-10-19 19:00:00,19:00:00,,,,,15.43,,,21.73,,1.076,,,
EOH0451,2021-10-19 19:30:00,19:30:00,,,,,15.28,,,21.78,,1.076,,,
EOH0451,2021-10-19 20:00:00,20:00:00,,,,,15.11,,,22.25,,1.222,,,
EOH0451,2021-10-19 20:30:00,20:30:00,,,,,14.91,,,22.55,,1.222,,,
EOH0451,2021-10-19 21:00:00,21:00:00,,,,,14.75,,,22.78,,1.222,,,
EOH0451,2021-10-19 21:30:00,21:30:00,,,,,14.65,,,22.98,,1.222,,,
EOH0451,2021-10-19 22:00:00,22:00:00,,,,,14.58,,,23.44,,1.222,,,
EOH0451,2021-10-19 22:30:00,22:30:00,,,,,14.53,,,23.98,,1.359,,,
EOH0451,2021-10-19 23:00:00,23:00:00,,,,,14.22,,,23.65,,1.359,,,
EOH0451,2021-10-19 23:30:00,23:30:00,,,,,13.62,,,22.64,,1.359,,,
EOH0451,2021-10-20 00:00:00,00:00:00,,,,,13.23,,,22.05,,1.359,,,
EOH0451,2021-10-20 00:30:00,00:30:00,,,,,13.08,,,21.65,,1.496,,,
EOH0451,2021-10-20 01:00:00,01:00:00,,,,,12.79,,,21.43,,1.496,,,
EOH0451,2021-10-20 01:30:00,01:30:00,,,,,12.34,,,21.32,,1.496,,,
EOH0451,2021-10-20 02:00:00,02:00:00,,,,,11.96,,,21.63,,1.496,,,
EOH0451,2021-10-20 02:30:00,02:30:00,,,,,11.66,,,21.88,,1.496,,,
EOH0451,2021-10-20 03:00:00,03:00:00,,,,,11.29,,,21.77,,1.644,,,
EOH0451,2021-10-20 03:30:00,03:30:00,,,,,10.84,,,21.35,,1.644,,,
EOH0451,2021-10-20 04:00:00,04:00:00,,,,,10.46,,,21.1,,1.644,,,
EOH0451,2021-10-20 04:30:00,04:30:00,,,,,10.16,,,20.9,,1.644,,,
EOH0451,2021-10-20 05:00:00,05:00:00,,,,,9.79,,,20.76,,1.644,,,
EOH0451,2021-10-20 05:30:00,05:30:00,,,,,9.34,,,20.61,,1.644,,,
EOH0451,2021-10-20 06:00:00,06:00:00,,,,,9.15,,,20.51,,1.798,,,
EOH0451,2021-10-20 06:30:00,06:30:00,,,,,9.25,,,20.4,,1.798,,,
EOH0451,2021-10-20 07:00:00,07:00:00,,,,,9.51,,,20.29,,1.798,,,
EOH0451,2021-10-20 07:30:00,07:30:00,,,,,9.96,,,20.19,,1.798,,,
EOH0451,2021-10-20 08:00:00,08:00:00,,,,,10.11,,,20.13,,1.798,,,
EOH0451,2021-10-20 08:30:00,08:30:00,,,,,9.91,,,20.06,,1.798,,,
EOH0451,2021-10-20 09:00:00,09:00:00,,,,,9.92,,,19.98,,1.953,,,
EOH0451,2021-10-20 09:30:00,09:30:00,,,,,10.17,,,19.93,,1.953,,,
EOH0451,2021-10-20 10:00:00,10:00:00,,,,,10.42,,,19.86,,1.953,,,
EOH0451,2021-10-20 10:30:00,10:30:00,,,,,10.67,,,19.83,,1.953,,,
EOH0451,2021-10-20 11:00:00,11:00:00,,,,,11.06,,,20.02,,2.194,,,
EOH0451,2021-10-20 11:30:00,11:30:00,,,,,11.61,,,20.08,,2.814,,,
EOH0451,2021-10-20 12:00:00,12:00:00,,,,,11.69,,,19.24,,2.814,,,
EOH0451,2021-10-20 12:30:00,12:30:00,,,,,11.24,,,18.69,,2.814,,,
EOH0451,2021-10-20 13:00:00,13:00:00,,,,,10.65,,,18.41,,2.814,,,
EOH0451,2021-10-20 13:30:00,13:30:00,,0.003,0.05,0.039,9.9,22.73,21.18,18.79,,2.814,,,
EOH0451,2021-10-20 14:00:00,14:00:00,,0.029,0.06,0.073,9.57,21.76,21.36,18.98,,,,,
EOH0451,2021-10-20 14:30:00,14:30:00,,0.055,0.069,0.107,9.72,22.86,22.4,19.14,,,,,
EOH0451,2021-10-20 15:00:00,15:00:00,,0.082,0.15,0.169,9.94,17.34,17.61,19.13,,3.381,,,
EOH0451,2021-10-20 15:30:00,15:30:00,,0.113,0.759,0.345,10.24,22.95,23.14,18.99,,4.796,,,
EOH0451,2021-10-20 16:00:00,16:00:00,,0.138,2.306,0.825,10.05,45.33,42.77,18.89,,5.583,,,
EOH0451,2021-10-20 16:30:00,16:30:00,,0.171,4.205,1.257,9.3,35.88,32.73,18.8,,5.583,,,
EOH0451,2021-10-20 17:00:00,17:00:00,,0.204,5.86,1.734,8.85,44.27,41.57,19.28,,5.583,,,
EOH0451,2021-10-20 17:30:00,17:30:00,,0.237,7.496,2.239,8.75,47.53,44.73,19.93,,5.583,,,
EOH0451,2021-10-20 18:00:00,18:00:00,,0.27,9.124,2.754,8.54,48.7,45.98,20.42,,5.583,,,
EOH0451,2021-10-20 18:30:00,18:30:00,,0.303,10.75,3.273,8.19,49.17,46.49,20.78,,5.583,,,
EOH0451,2021-10-20 19:00:00,19:00:00,,0.336,12.373,3.794,7.93,49.39,46.74,21.09,,5.583,,,
EOH0451,2021-10-20 19:30:00,19:30:00,,0.37,13.992,4.315,7.78,49.5,46.89,21.28,,5.583,,,
EOH0451,2021-10-20 20:00:00,20:00:00,,0.403,15.605,4.836,7.65,49.6,46.99,21.46,,5.583,,,
EOH0451,2021-10-20 20:30:00,20:30:00,,0.436,17.226,5.361,7.55,49.71,47.05,21.62,,5.583,,,
EOH0451,2021-10-20 21:00:00,21:00:00,,0.441,17.336,5.401,7.29,43.28,42.44,21.56,,5.583,,,
EOH0451,2021-10-20 21:30:00,21:30:00,,0.444,17.336,5.408,6.84,37.35,35.87,21.12,,5.583,,,
EOH0451,2021-10-20 22:00:00,22:00:00,,0.444,17.336,5.413,6.58,33.79,32.2,20.61,,5.583,,,
EOH0451,2021-10-20 22:30:00,22:30:00,,0.444,17.336,5.417,6.53,31.39,30.12,20.17,,5.682,,,
EOH0451,2021-10-20 23:00:00,23:00:00,,0.444,17.336,5.421,6.57,29.75,28.72,19.9,,5.682,,,
EOH0451,2021-10-20 23:30:00,23:30:00,,0.444,17.336,5.426,6.72,28.54,27.74,20.06,,5.682,,,
EOH0451,2021-10-21 00:00:00,00:00:00,,0.444,17.336,5.43,6.17,27.64,26.95,19.81,,5.682,,,
EOH0451,2021-10-21 00:30:00,00:30:00,,0.444,17.336,5.435,4.82,27.09,26.36,19.46,,5.682,,,
EOH0451,2021-10-21 01:00:00,01:00:00,,0.444,17.336,5.439,3.84,26.76,25.97,19.26,,5.796,,,
EOH0451,2021-10-21 01:30:00,01:30:00,,0.444,17.336,5.443,3.29,26.6,25.68,19.04,,5.796,,,
EOH0451,2021-10-21 02:00:00,02:00:00,,0.444,17.336,5.448,2.95,26.48,25.45,18.96,,5.796,,,
EOH0451,2021-10-21 02:30:00,02:30:00,,0.444,17.336,5.452,2.85,26.31,25.25,18.79,,5.796,,,
EOH0451,2021-10-21 03:00:00,03:00:00,,0.444,17.336,5.456,2.71,25.92,25.0,18.56,,5.796,,,
EOH0451,2021-10-21 03:30:00,03:30:00,,0.444,17.336,5.461,2.51,25.42,24.68,18.26,,5.796,,,
EOH0451,2021-10-21 04:00:00,04:00:00,,0.444,17.336,5.465,2.4,25.0,24.35,17.96,,5.848,,,
EOH0451,2021-10-21 04:30:00,04:30:00,,0.466,18.15,5.803,2.4,46.64,45.89,17.69,,5.946,,,
EOH0451,2021-10-21 05:00:00,05:00:00,,0.497,19.833,6.165,2.54,32.77,29.58,17.68,,5.946,,,
EOH0451,2021-10-21 05:30:00,05:30:00,,0.53,21.499,6.629,2.84,42.81,40.11,18.37,,5.946,,,
EOH0451,2021-10-21 06:00:00,06:00:00,,0.563,23.139,7.122,3.0,46.1,43.43,18.98,,5.946,,,
EOH0451,2021-10-21 06:30:00,06:30:00,,0.596,24.767,7.625,3.0,47.38,44.73,19.55,,5.946,,,
EOH0451,2021-10-21 07:00:00,07:00:00,,0.629,26.391,8.132,3.16,47.93,45.29,19.98,,5.946,,,
EOH0451,2021-10-21 07:30:00,07:30:00,,0.662,28.008,8.641,3.51,48.32,45.69,20.34,,5.946,,,
EOH0451,2021-10-21 08:00:00,08:00:00,,0.695,29.624,9.151,4.0,48.43,45.8,20.58,,5.946,,,
EOH0451,2021-10-21 08:30:00,08:30:00,,0.728,31.251,9.663,4.65,48.41,45.77,20.8,,5.946,,,
EOH0451,2021-10-21 09:00:00,09:00:00,,0.761,32.884,10.17,5.35,47.76,45.1,20.68,,6.107,,,
